accessibilityId,placeId,mobilityAccess,visualAccess,hearingAccess,cognitiveAccess,wheelchairAccess,strollerAccess,elderlyAccess,disabledToilet,transitAccess500m,facilityAccess,activityAccess,accessVerdictReason,slopeInfo,routeCondition,barrierFreeDetail,partialReason,mobilityCaveat,mobilityEvidence,visualEvidence,hearingEvidence,visualAid,hearingAid,activityEvidence,toiletScope,toiletScopeDesc,moveType,assistLevel,wheelchairRental,ticketOfficeAccess,ticketOfficeNote,wheelchairSeating,wheelchairSeatingNote,surveySource,sensoryLoad,assistAvailable,assistAvailableNote,reservationRequired,multiTypeSourceDate,dynamicObstacle,dynamicObstacleDesc,wheelchairSection,wheelchairSectionDist,wheelchairDifficulty,wheelchairCaveat,companionRequired,vehicleAccessible,disabledToiletOnRoute,accessibleRoomCount,accessibleRoomNote,openTourismSite,source,sourceDate,sourcePeriod,sourceCheckUrl,multiTypeSource,multiTypeNote,verifyStatus,verifyNote,correctionHistory,schemaVersion,evidenceType,evidenceDetail,beachAccessRoute,beachEntryNote,waterEntryNote,recommendForMobility,recommendForVisual,recommendForHearing,sensoryAccessNote
ACC_P357,P357,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,UNKNOWN,Y,CONDITIONAL,CONDITIONAL,구간별 조건 상이 — 포장 구간은 이용 가능 / 비포장·미끄럼 구간 존재,경사/단차 가능,포장/비포장 해안길 혼재+미끄럼 위험 있음+휠체어 접근 부분가능,주차장/화장실은 지점별 상이,경로 조사 — 포장과 비포장 해안길이 섞여 있고 미끄럼 위험 구간 있음. 주차장·화장실은 지점에 따라 다름,"서귀포 해안은 구간에 따라 조건이 크게 다릅니다. 포장된 곳과 비포장인 곳이 섞여 있고 물기로 미끄러운 구간도 있습니다. 주차장과 화장실도 지점마다 달라, 특정 지점을 생각하고 계시면 그곳을 따로 확인해 주시는 편이 좋습니다.",,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,[FIX86] 해양 유형 사유 이관 — 조사 기록은 routeCondition·barrierFreeDetail 참조 ※ 광역 지명 노드 — 지점별 편차가 커 단일 등급 판정이 부적합. 구간 분할 검토 필요,FIX86: 해양 유형 사유·안내문 신설,v3,ROUTE_SURVEY,경로 상태 조사: 포장/비포장 해안길 혼재+미끄럼 위험 있음+휠체어 접근 부분가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P358,P358,NONE,UNKNOWN,UNKNOWN,UNKNOWN,NONE,PARTIAL,PARTIAL,FULL,Y,CONDITIONAL,UNAVAILABLE,시설접근 조건부 / 활동참여 불가 — 올레 7코스 — 제주올레 공식 휠체어 코스 10개 목록 밖. 단차와 계단이 있어 휠체어 통행 불가,경사 4~17도 있음,흙길+시멘트/판석길+단차 있음+계단 있음+휠체어 접근 부분가능,장애인 주차장 있음+장애인 화장실 있음+쉼터 있음,,올레 7코스는 단차와 계단이 포함되어 있어 휠체어로 코스를 이용하시기는 어렵습니다. 서귀포 시내 구간의 개별 지점 접근성은 별도로 확인해 주세요,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,제주올레 공식 코스정보에 무장애 구간 표기 없음(2026-08 확인). 기존 PARTIAL 은 시설접근 기준에서 파생된 값으로 코스 통행 실측이 아니었음 ※ [FIX83] 올레 7코스 — 제주올레 공식 휠체어 코스 10개 목록 밖. 단차·계단으로 통행 불가 (FIX43 판단),"FIX43: 시설접근 파생 PARTIAL 정정 — 휠체어 축 NONE, 활동참여 UNAVAILABLE | FIX83: 이용자 사유 필드에서 내부 표기 제거",v3,ROUTE_SURVEY,경로 상태 조사: 흙길+시멘트/판석길+단차 있음+계단 있음+휠체어 접근 부분가능,,,,N,UNKNOWN,UNKNOWN,
ACC_P359,P359,NONE,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,NONE,UNKNOWN,Y,UNAVAILABLE,UNAVAILABLE,시설접근 기준 판정 — 활동참여 개별 근거 미확보,계단/급경사 가능,해안 암반+낙석 위험+물놀이 구간 접근 어려움+휠체어 접근 어려움,주차장 있음+화장실 있음,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,ROUTE_SURVEY,경로 상태 조사: 해안 암반+낙석 위험+물놀이 구간 접근 어려움+휠체어 접근 어려움,,,,N,UNKNOWN,UNKNOWN,시각·청각장애인의 입수는 동행자와 안전요원 배치 여부에 따라 달라집니다. 해당 해수욕장의 장애인 지원 체계가 확인되지 않았습니다
ACC_P360,P360,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,FULL,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,"걸매생태공원 내리막 종료. 판석길 시작: 경사구간 : 길이 191.4m. 각도 11˚
걸매생태공원 시작 내리막: 접근성 정보 있음 (계단 혹은 경사 있음. 길 상태 안 좋음)
걸매생태공원 종료: 접근성 정보 있음 (계단 혹은 경사 있음. 길 상태 안 좋음)
걸매생태공원 출구 오르막 시작: 접근성 정보 있음 (계단 혹은 경사 있음. 길 상태 안 좋음)
관찰데크 알림판 지점: 접근성 정보 있음 (계단 혹은 경사 있음. 길 상태 안 좋음)
관찰데크 종료: 접근성 정보 있음 (계단 혹은 경사 있음. 길 상태 안 좋음)
정자: 83개 계단 위 위치 (걸매예술마을 계단)+계단 혹은 경사 있음",데크길+판석길+계단 있음+폭 좁음+휠체어 접근 부분가능,장애인 화장실 있음+경사로 있음+관찰데크 있음,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,ROUTE_SURVEY,경로 상태 조사: 데크길+판석길+계단 있음+폭 좁음+휠체어 접근 부분가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P361,P361,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,NONE,Y,CONDITIONAL,CONDITIONAL,"포구길 포장 — 해안 암반 구간, 경사 5~14도",경사 5~14도 있음,포장 포구길+해안 암반+계단 있음+노면 주의+휠체어 접근 부분가능,주차장 있음+해안 산책로 있음,포장 포구길 이용 가능 / 염전 암반 구간은 계단·노면 주의,포구길은 포장되어 있으나 매우 가파른 경사 구간이 있습니다. 돌염전이 있는 해안 암반 쪽은 계단이 있고 노면에 주의가 필요합니다. 주차장과 해안 산책로가 있으나 장애인 화장실은 없습니다.,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,ROUTE_SURVEY,경로 상태 조사: 포장 포구길+해안 암반+계단 있음+노면 주의+휠체어 접근 부분가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P362,P362,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,NONE,Y,CONDITIONAL,CONDITIONAL,"포장 포구길·해안 산책로 이용 가능 / 해안 암반은 접근 불가, 장애인 화장실 없음",경사 있음,포장 포구길+해안 암반+차량 통행 주의+휠체어 접근 부분가능,주차장 있음+해안 산책로 있음,"경로 조사 — 포장 포구길과 해안 산책로 확보, 주차장 있음. 해안 암반 구간은 접근 제약. 장애인 화장실 없음","포구길이 포장되어 있고 해안 산책로가 있어 돌염전으로 알려진 구엄 바닷가를 보실 수 있습니다. 주차장도 있습니다. 다만 소금을 만들던 암반 쪽으로는 가시기 어렵고, 차량이 함께 다니는 길이라 통행에 유의하셔야 합니다. 장애인 화장실은 없습니다.",,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,[FIX86] 해양 유형 사유 이관 — 조사 기록은 routeCondition·barrierFreeDetail 참조. disabledToilet=NONE 확인됨,FIX86: 해양 유형 사유·안내문 신설,v3,ROUTE_SURVEY,경로 상태 조사: 포장 포구길+해안 암반+차량 통행 주의+휠체어 접근 부분가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P363,P363,NONE,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,NONE,PARTIAL,Y,UNAVAILABLE,UNAVAILABLE,시설접근 기준 판정 — 활동참여 개별 근거 미확보,경사로/계단 가능,유람선 탑승+승하선 보조 필요+휠체어 접근 어려움,장애인 주차장 있음(주변)+장애인 화장실 있음(주변),,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,ENTRANCE_ONLY,장애인 화장실은 입구·주차장 등 부대시설에 위치. 이용 동선에는 없음,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,ROUTE_SURVEY,경로 상태 조사: 유람선 탑승+승하선 보조 필요+휠체어 접근 어려움,,,,N,UNKNOWN,UNKNOWN,시각·청각 접근성 정보가 확인되지 않았습니다
ACC_P364,P364,NONE,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,NONE,FULL,Y,UNAVAILABLE,UNAVAILABLE,시설접근 기준 판정 — 활동참여 개별 근거 미확보,계단/경사 있음,동굴 내부+지하 진입+휠체어 접근 어려움,장애인 주차장 있음+장애인 화장실 있음+휠체어 대여 가능+유모차 대여 가능,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,ENTRANCE_ONLY,장애인 화장실은 입구·주차장 등 부대시설에 위치. 이용 동선에는 없음,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,ROUTE_SURVEY,경로 상태 조사: 동굴 내부+지하 진입+휠체어 접근 어려움,,,"계곡물은 수심을 눈으로 가늠하기 어렵고 바닥이 미끄러우니 발이 닿는 곳에서만 머물러 주세요. 비가 온 뒤에는 상류에서 물이 갑자기 불어날 수 있어, 시간당 10mm 이상 비가 예보된 날에는 입수를 삼가 주세요. 폭포 아래는 수심이 깊고 물살이 강합니다.",N,UNKNOWN,UNKNOWN,시각·청각 접근성 정보가 확인되지 않았습니다
ACC_P365,P365,PARTIAL,PARTIAL,PARTIAL,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,PARTIAL,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,"경사로: 경사로 / 3도~8도+매표소: 매표소 앞 경사로 8도 2m+오르막 종료, 내리막 시작: 오르막 종료, 내리막 시작 / 10도 39m",포장 관람로+데크길+턱 6cm+휠체어 접근 부분가능,주차장 있음+장애인 화장실 있음(부분가능)+정방폭포 전망대 접근 가능,,,,,탐나는수어 앱 수어해설 21곳(13.서복전시관). 현장 QR·AR 수어영상,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱(제주수어통역센터) + 현장 QR,,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net · https://www.data.go.kr/data/15101897/openapi.do,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,[FIX65] 한국관광공사 무장애 API(detailWithTour2) — braileblock=점자블록 있음(데크로드)_시각장애인 편의시설,FIX65: visualAccess UNKNOWN→PARTIAL (KTO API),v3,ROUTE_SURVEY,경로 상태 조사: 포장 관람로+데크길+턱 6cm+휠체어 접근 부분가능,,,,Y,UNKNOWN,Y,
ACC_P366,P366,NONE,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NONE,NONE,UNKNOWN,N,UNAVAILABLE,UNAVAILABLE,주차장 등 진입부는 이용 가능 / 오름 등반로는 접근 불가,가파른 경사 있음,오름 탐방로+자갈길/흙길+장거리 보행+휠체어 접근 어려움,무장애 편의시설 확인 필요,,서영아리오름/용와이오름의 오름 등반로는 비포장 자연 노면이라 휠체어로 이동하시기 어렵습니다. 장애인 화장실은 확인되지 않았습니다.,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,[FIX89] 산·오름 사유 이관 — 조사 기록은 routeCondition·barrierFreeDetail 참조,,v3,ROUTE_SURVEY,경로 상태 조사: 오름 탐방로+자갈길/흙길+장거리 보행+휠체어 접근 어려움,,,,N,UNKNOWN,UNKNOWN,"시각장애인은 동행자와 함께라면 이용 가능할 수 있으나 안내 설비 정보가 없습니다. 청각장애인은 이동에 제약이 적을 것으로 보이나, 조난 시 연락 수단·안내 방송 여부가 확인되지 않았습니다"
ACC_P367,P367,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,UNKNOWN,Y,CONDITIONAL,CONDITIONAL,"포장 포구길·해안도로 이용 가능 / 차량 통행 주의, 화장실 미확인",경사/단차 가능,포장 포구길+해안도로+차량 통행 주의+휠체어 접근 부분가능,주차장 있음+화장실 확인 필요,경로 조사 — 포장 포구길과 해안도로. 차량 통행 주의. 주차장 있으나 화장실은 확인 필요,"포구길과 해안도로가 포장되어 있고 주차장이 있습니다. 풍력발전기가 늘어선 바다 풍경을 보실 수 있는 자리입니다. 다만 차량이 함께 다니는 길이라 통행에 유의하셔야 하고, 화장실은 확인되지 않았으니 미리 알아보시는 편이 좋습니다.",,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,[FIX86] 해양 유형 사유 이관 — 조사 기록은 routeCondition·barrierFreeDetail 참조. 잔여 확인 — 화장실·장애인 화장실 유무,FIX86: 해양 유형 사유·안내문 신설,v3,ROUTE_SURVEY,경로 상태 조사: 포장 포구길+해안도로+차량 통행 주의+휠체어 접근 부분가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P368,P368,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,UNKNOWN,Y,CONDITIONAL,CONDITIONAL,"해안 산책로 — 전망 구간 계단, 경사",경사 있음,해안 산책로+계단/전망구간 가능+휠체어 접근 부분가능,주차장 있음+화장실 확인 필요,해안 산책로 이용 가능 / 전망 구간은 계단,해안 산책로를 따라 이동하실 수 있고 전망 구간에는 계단과 경사가 있습니다. 주차장이 있으며 화장실은 확인되지 않았습니다.,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,,,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,ROUTE_SURVEY,경로 상태 조사: 해안 산책로+계단/전망구간 가능+휠체어 접근 부분가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P369,P369,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,FULL,PARTIAL,FULL,Y,CONDITIONAL,CONDITIONAL,시설접근 기준 판정 — 활동참여 개별 근거 미확보,"외부 관람로 경사 최대 10도 있으며, 바닥 요철마감 구간 및 유효 폭 협소한 구간 있습니다+선인장온실 입구 8도 오르막50cm, 6도 내리막 출구 11도 갸경사 30cm 후 3cm 단차 있습니다+매표소 접근로 경사로 설치되어 있습니다",장애인전용관람로+시멘트길/돌길+미천굴 접근 어려움+휠체어 접근 부분가능,장애인 주차장 있음+장애인 화장실 있음+휠체어 대여 가능+유모차 대여 가능+매표소 접근 가능,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,LOW,Y,,,,,㈜휴플 자체 현장조사 (2024~2025),,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",VERIFIED,,,v3,FIELD_SURVEY,㈜휴플 자체 현장조사 / 경로: 장애인전용관람로+시멘트길/돌길+미천굴 접근 어려움+휠체어 접근 부분가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P370,P370,FULL,PARTIAL,UNKNOWN,UNKNOWN,FULL,FULL,FULL,FULL,Y,AVAILABLE,AVAILABLE,시설접근 기준 판정 — 활동참여 개별 근거 미확보,출입구 경사로,포장도로+수동문+승강기 있음+휠체어 접근 가능,장애인 주차장 있음+경사로 있음+승강기 있음+장애인 화장실 있음+수유실 있음+매표소 접근 가능,,,,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통,NONE,N,,,,,㈜휴플 자체 현장조사 (2024~2025),,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net · https://www.data.go.kr/data/15101897/openapi.do,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",VERIFIED,[FIX65] 한국관광공사 무장애 API(detailWithTour2) — braileblock=점자유도로 있음(주 출입구 앞)_시각장애인 편의시설,FIX65: visualAccess UNKNOWN→PARTIAL (KTO API),v3,FIELD_SURVEY,㈜휴플 자체 현장조사 / 경로: 포장도로+수동문+승강기 있음+휠체어 접근 가능,,,,Y,UNKNOWN,UNKNOWN,
ACC_P371,P371,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,PARTIAL,FULL,Y,CONDITIONAL,CONDITIONAL,"포장 산책로 — 경사 4~10도, 단차·계단 구간",경사 4~10도 있음,포장 산책로+단차/계단 가능+휠체어 접근 부분가능,장애인 주차장 있음+장애인 화장실 있음+경사로 있음+쉼터 있음,포장 산책로는 이용 가능. 가파른 경사 구간과 단차·계단이 있음,"산책로가 포장되어 있으나 가파른 경사 구간이 있고 일부 단차와 계단이 있습니다. 장애인 주차장과 화장실, 경사로, 쉼터가 있습니다.",,,,휠내비길(wheelnavi.kr) 음성안내 · 제주올레 오디오가이드(jejuolle.org) 코스별 음성해설,「탐나는수어」 앱 · 제주수어통역센터 여행수어 자료(jejudeaf.com),,IN_VENUE,이용 동선에서 이용 가능,차량+대중교통+도보,,,,,,,,,,,,2023-12,,,,,,,UNKNOWN,UNKNOWN,,,,,제주관광약자접근성안내센터(이지제주) · 한국관광공사 열린관광 · ㈜휴플 현장조사,2026-06,2024~2026,https://easyjeju.net,제주관광공사 「오감으로 즐기는 제주」(2023.12.22) · 한국관광공사 열린관광지 · 이지제주,"현재 무장애 정보는 이동(지체) 접근성 기준입니다. 시각·청각·발달 장애 정보는 확보 중이며, 열린관광 모두의여행(access.visitkorea.or.kr) 또는 이지제주(easyjeju.net)에서 확인하실 수 있습니다.",SURVEYED,,,v3,ROUTE_SURVEY,경로 상태 조사: 포장 산책로+단차/계단 가능+휠체어 접근 부분가능,,,,Y,UNKNOWN,UNKNOWN,
